user_id,longitude,latitude,date_taken,photo/video_page_url,x,y
26414679@N05,139.7937,35.62883,2010-08-14 13:56:30.0,http://www.flickr.com/photos/26414679@N05/4891224298/,15561763.500107646,4249668.411341327
81491022@N00,139.746522,35.657226,2009-01-13 23:53:05.0,http://www.flickr.com/photos/81491022@N00/3810397367/,15556511.669171002,4253558.125640015
44333545@N00,139.791841,35.54787,2006-01-27 22:21:03.0,http://www.flickr.com/photos/44333545@N00/91787921/,15561556.557174267,4238586.001439898
7274020@N06,139.797077,35.631244,2011-11-30 21:20:36.0,http://www.flickr.com/photos/7274020@N06/6431320025/,15562139.426028054,4249999.0298785055
88064208@N00,139.75148000000002,35.705913,2012-11-30 22:11:44.0,http://www.flickr.com/photos/88064208@N00/8232896212/,15557063.591206357,4260230.542952976
79958256@N00,139.703264,35.694353,2010-04-11 23:13:39.0,http://www.flickr.com/photos/79958256@N00/4575832352/,15551696.210638266,4258645.908587309
56541240@N00,139.796315,35.711735,2008-11-03 11:40:27.0,http://www.flickr.com/photos/56541240@N00/3000200379/,15562054.600576067,4261028.704463341
14003952@N04,139.798938,35.713896999999996,2012-08-12 09:31:22.0,http://www.flickr.com/photos/14003952@N04/7866417206/,15562346.59160042,4261325.116626694
21225669@N00,139.702601,35.669863,2006-07-16 15:54:49.0,http://www.flickr.com/photos/21225669@N00/190710511/,15551622.40581587,4255289.60001653
19714819@N00,139.72952800000002,35.660739,2012-05-11 21:42:38.0,http://www.flickr.com/photos/19714819@N00/7959367514/,15554619.905744465,4254039.4362321645
26672799@N03,139.570784,35.696701000000004,2008-05-25 15:37:07.0,http://www.flickr.com/photos/26672799@N03/2521364120/,15536948.604497977,4258967.751716249
26414679@N05,139.652694,35.585227,2010-09-25 18:29:02.0,http://www.flickr.com/photos/26414679@N05/5022832147/,15546066.783988854,4243698.314418762
17032975@N00,139.7985,35.671665999999995,2011-01-13 12:28:56.0,http://www.flickr.com/photos/17032975@N00/5351154032/,15562297.833663458,4255536.662661188
53869907@N00,139.707255,35.685414,2006-10-03 09:38:22.0,http://www.flickr.com/photos/53869907@N00/287866088/,15552140.48672602,4257420.716009549
9658962@N05,139.718799,35.712353,2011-05-16 15:27:46.0,http://www.flickr.com/photos/9658962@N05/5736600616/,15553425.558927743,4261113.432003841
55305480@N00,139.708897,35.726277,2013-05-31 18:30:08.0,http://www.flickr.com/photos/55305480@N00/9332587666/,15552323.273329906,4263022.580752477
55421343@N00,139.87,35.7887,2011-03-19 15:17:28.0,http://www.flickr.com/photos/55421343@N00/5539557392/,15570257.177255174,4271585.633991709
36725576@N00,139.701976,35.658551,2010-04-08 05:32:59.0,http://www.flickr.com/photos/36725576@N00/4548033030/,15551552.83113413,4253739.659314342
58776404@N00,139.76220800000002,35.714257,2008-03-22 17:27:02.0,http://www.flickr.com/photos/58776404@N00/2379346131/,15558257.82670359,4261374.473734567
94611163@N00,139.581031,35.706247,2007-04-28 19:54:39.0,http://www.flickr.com/photos/94611163@N00/475729382/,15538089.295320133,4260276.330786648
44851088@N00,139.713119,35.731388,2013-09-20 07:14:14.0,http://www.flickr.com/photos/44851088@N00/9832809403/,15552793.264220035,4263723.444370819
24736216@N07,139.734549,35.680847,1967-05-01 00:00:00.0,http://www.flickr.com/photos/24736216@N07/3407654992/,15555178.84090773,4256794.809212749
71453924@N00,139.800222,35.7155,2012-05-19 13:57:06.0,http://www.flickr.com/photos/71453924@N00/7293186900/,15562489.525826598,4261544.894573769
79958256@N00,139.795978,35.693656,2010-04-23 06:01:12.0,http://www.flickr.com/photos/79958256@N00/5037486231/,15562017.085907672,4258550.371799246
71738064@N00,139.739905,35.748888,2010-05-09 14:15:33.0,http://www.flickr.com/photos/71738064@N00/4590680617/,15555775.068100419,4266123.533352027
64350711@N04,139.614288,35.667377,2011-08-27 15:09:31.0,http://www.flickr.com/photos/64350711@N04/8598192028/,15541791.447625441,4254948.955959747
7274020@N06,139.572683,35.579377,2011-12-30 16:04:51.0,http://www.flickr.com/photos/7274020@N06/6606198541/,15537160.000210993,4242897.583311755
95795770@N00,139.73344,35.637485999999996,2010-01-09 12:31:00.0,http://www.flickr.com/photos/95795770@N00/4257779201/,15555055.387592442,4250853.972982072
57446062@N00,139.776172,35.688305,2010-08-24 12:19:22.0,http://www.flickr.com/photos/57446062@N00/5021174735/,15559812.29207302,4257816.945729083
8819274@N04,139.76652099999998,35.709095,2007-02-10 19:43:10.0,http://www.flickr.com/photos/8819274@N04/2649536117/,15558737.947667373,4260666.768969337
30413120@N05,139.777647,35.720994,2012-03-21 23:22:59.0,http://www.flickr.com/photos/30413120@N05/6864296788/,15559976.488321947,4262298.178299255
59154109@N00,139.709787,35.650077,2008-07-05 18:39:47.0,http://www.flickr.com/photos/59154109@N00/2679936764/,15552422.347676713,4252578.7177973
74397567@N00,139.748497,35.65088,2012-03-26 13:38:09.0,http://www.flickr.com/photos/74397567@N00/6941479030/,15556731.525165318,4252688.723847923
19572579@N00,139.70283500000002,35.695364,2007-03-03 18:01:58.0,http://www.flickr.com/photos/19572579@N00/408541516/,15551648.454576716,4258784.48638791
12527903@N00,139.770523,35.715507,2007-11-03 12:45:39.0,http://www.flickr.com/photos/12527903@N00/1845421074/,15559183.448269527,4261545.854312494
31311440@N00,139.744849,35.658846999999994,2009-05-15 19:51:39.0,http://www.flickr.com/photos/31311440@N00/3545419783/,15556325.431662902,4253780.21366374
31449774@N02,139.70316599999998,35.693000000000005,2008-12-24 14:57:43.0,http://www.flickr.com/photos/31449774@N02/3169780079/,15551685.301328171,4258460.455584948
55658968@N00,139.715752,35.662944,2013-12-07 21:11:44.0,http://www.flickr.com/photos/55658968@N00/11366080463/,15553086.368439294,4254341.55062282
49337314@N06,139.570677,35.696002,2014-02-24 12:47:54.0,http://www.flickr.com/photos/49337314@N06/12789581574/,15536936.693312462,4258871.937971342
23112512@N07,139.785661,35.550227,2013-04-26 20:58:40.0,http://www.flickr.com/photos/23112512@N07/8684228335/,15560868.602721162,4238908.486938056
73479994@N00,139.742004,35.698002,2013-05-18 19:24:21.0,http://www.flickr.com/photos/73479994@N00/8921102761/,15556008.727711603,4259146.085400501
68601487@N00,139.769096,35.670266,2007-04-21 13:18:49.0,http://www.flickr.com/photos/68601487@N00/497114424/,15559024.595356168,4255344.82207568
87206714@N00,139.740783,35.545275,2011-11-20 13:55:38.0,http://www.flickr.com/photos/87206714@N00/6369288147/,15555872.806613343,4238230.963668534
60778003@N00,139.773902,35.716438000000004,2007-02-16 14:45:58.0,http://www.flickr.com/photos/60778003@N00/392064829/,15559559.596828924,4261673.500313656
46274038@N00,139.771413,35.717231,2010-11-28 22:42:30.0,http://www.flickr.com/photos/46274038@N00/5213930963/,15559282.522616334,4261782.226816218
115693927@N08,139.732602,35.67628,2014-01-24 15:31:30.0,http://www.flickr.com/photos/115693927@N08/13242912025/,15554962.101859162,4256168.938239616
87603797@N00,139.7105,35.665166,2011-12-06 20:16:19.0,http://www.flickr.com/photos/87603797@N00/6562239481/,15552501.718473647,4254646.00268017
52465044@N00,139.646755,35.554390999999995,2009-05-22 22:12:59.0,http://www.flickr.com/photos/52465044@N00/3558659435/,15545405.657533033,4239478.22992688
81217355@N00,139.77752900000002,35.624686,2010-11-05 13:17:58.0,http://www.flickr.com/photos/81217355@N00/5148169915/,15559963.352622032,4249100.877362245
56638827@N00,139.748275,35.751834,2011-05-21 14:49:29.0,http://www.flickr.com/photos/56638827@N00/5743040209/,15556706.812238367,4266527.623077371
47235998@N00,139.729442,35.674868,2006-10-28 10:08:21.0,http://www.flickr.com/photos/47235998@N00/283739514/,15554610.332268253,4255975.442135213
95795770@N00,139.718166,35.638666,2007-06-15 14:02:36.0,http://www.flickr.com/photos/95795770@N00/551033440/,15553355.093690066,4251015.600618177
47379538@N00,139.69716599999998,35.673333,2010-10-31 15:34:51.0,http://www.flickr.com/photos/47379538@N00/5191388473/,15551017.38438341,4255765.094375598
44124386632@N01,139.751586,35.715298,2010-04-03 11:04:01.0,http://www.flickr.com/photos/44124386632@N01/4488433676/,15557075.391072381,4261517.199292705
36046484@N00,139.697105,35.678072,2008-04-21 09:00:02.0,http://www.flickr.com/photos/36046484@N00/2430713733/,15551010.59389447,4256414.513296071
30242314@N00,139.702448,35.646739000000004,2007-02-01 00:00:00.0,http://www.flickr.com/photos/30242314@N00/377410297/,15551605.373933777,4252121.444223427
74347498@N00,139.666914,35.700853,2011-11-19 23:02:34.0,http://www.flickr.com/photos/74347498@N00/6387389663/,15547649.747147929,4259536.89444799
56730520@N04,139.76051299999997,35.708486,2009-09-22 17:35:29.0,http://www.flickr.com/photos/56730520@N04/5774924896/,15558069.140166689,4260583.2787331445
36187690@N04,139.772309,35.666444,2012-08-01 20:26:10.0,http://www.flickr.com/photos/36187690@N04/7690512036/,15559382.26488009,4254821.1144074015
39952962@N00,139.700447,35.658726,2008-10-23 15:30:27.0,http://www.flickr.com/photos/39952962@N00/3328378759/,15551382.623632705,4253763.635685179
87206714@N00,139.73825,35.541402000000005,2011-11-22 17:00:49.0,http://www.flickr.com/photos/87206714@N00/6657140573/,15555590.834343161,4237701.096294152
37102254@N00,139.67966,35.659728,2010-06-20 14:43:50.0,http://www.flickr.com/photos/37102254@N00/4717417776/,15549068.625377588,4253900.91854593
16613320@N00,139.76284099999998,35.660622,2013-12-21 13:53:03.0,http://www.flickr.com/photos/16613320@N00/11507985244/,15558328.291941253,4254023.405905743
30206765@N08,139.732972,35.682590000000005,2010-12-11 10:27:48.0,http://www.flickr.com/photos/30206765@N08/5366761340/,15555003.290070748,4257033.682924104
56946277@N00,139.701326,35.658521,2012-09-25 14:23:54.0,http://www.flickr.com/photos/56946277@N00/8024584284/,15551480.473465106,4253735.549084613
95795770@N00,139.733917,35.644335999999996,2012-07-22 14:51:20.0,http://www.flickr.com/photos/95795770@N00/7620079764/,15555108.486989554,4251792.268394288
73589829@N00,139.763758,35.670035999999996,2012-04-29 15:46:20.0,http://www.flickr.com/photos/73589829@N00/7134218903/,15558430.371914316,4255313.305729854
62929416@N00,139.79425,35.71375,2012-01-22 11:11:08.0,http://www.flickr.com/photos/62929416@N00/6899892784/,15561824.725827586,4261304.962538422
20241671@N00,139.79536000000002,35.713764000000005,2007-11-02 22:05:10.0,http://www.flickr.com/photos/20241671@N00/1839517575/,15561948.290462367,4261306.881973799
37147940@N00,139.762573,35.686302000000005,2008-05-04 17:42:33.0,http://www.flickr.com/photos/37147940@N00/2484131462/,15558298.458317729,4257542.420462598
95157838@N00,139.774444,35.626927,2011-10-08 16:43:10.0,http://www.flickr.com/photos/95157838@N00/6904988588/,15559619.93199293,4249407.785786671
58776404@N00,139.796401,35.711134,2006-09-20 11:18:07.0,http://www.flickr.com/photos/58776404@N00/248227822/,15562064.17405228,4260946.308245824
27985477@N06,139.762144,35.660783,2008-07-07 18:07:00.0,http://www.flickr.com/photos/27985477@N06/2680085552/,15558250.702256173,4254045.464737066
95795770@N00,139.73355800000002,35.637532,2006-10-19 06:34:58.0,http://www.flickr.com/photos/95795770@N00/273401558/,15555068.523292357,4250860.273675728
26958633@N02,139.708333,35.662333000000004,2010-12-11 15:44:58.0,http://www.flickr.com/photos/26958633@N02/5253540947/,15552260.489137098,4254257.834643135
27877710@N00,139.694595,35.579175,2008-10-12 19:20:36.0,http://www.flickr.com/photos/27877710@N00/2937223438/,15550731.181972578,4242869.935179771
67932864@N02,139.785849,35.774741999999996,2013-03-20 11:20:45.0,http://www.flickr.com/photos/67932864@N02/8596907645/,15560889.53078543,4269670.322186677
14493914@N00,139.729167,35.66,2012-03-24 21:27:00.0,http://www.flickr.com/photos/14493914@N00/7017898343/,15554579.719408285,4253938.185248514
22639598@N00,139.66966000000002,35.663002,2008-05-16 18:08:24.0,http://www.flickr.com/photos/22639598@N00/2497176554/,15547955.430469649,4254349.497508521
88064515@N00,139.814758,35.712022,2011-12-04 12:30:34.0,http://www.flickr.com/photos/88064515@N00/6472112289/,15564107.665944777,4261068.051961123
36989139@N03,139.76535,35.694854,2002-08-26 09:43:42.0,http://www.flickr.com/photos/36989139@N03/3925044199/,15558607.592543658,4258714.580452897
13952279@N07,139.782142,35.67445,2008-02-08 16:19:54.0,http://www.flickr.com/photos/13952279@N07/2256831999/,15560476.869433062,4255918.161367268
33392268@N02,139.569305,35.607769,2013-05-28 16:21:31.0,http://www.flickr.com/photos/33392268@N02/8865410130/,15536783.96297109,4246784.345471201
52752867@N00,139.699219,35.661759,2011-05-15 18:18:07.0,http://www.flickr.com/photos/52752867@N00/5738527682/,15551245.923298009,4254179.18879082
31432921@N03,139.74639399999998,35.733031,2010-05-22 03:09:39.0,http://www.flickr.com/photos/31432921@N03/4668005353/,15556497.420276174,4263948.75600256
29200401@N03,139.818547,35.690188,2010-10-05 17:48:34.0,http://www.flickr.com/photos/29200401@N03/6484298483/,15564529.455495391,4258075.030436077
67932864@N02,139.733927,35.62977,2012-05-05 14:02:39.0,http://www.flickr.com/photos/67932864@N02/7164927874/,15555109.60018446,4249797.151424089
7274020@N06,139.797077,35.631244,2011-11-30 21:04:42.0,http://www.flickr.com/photos/7274020@N06/6431127795/,15562139.426028054,4249999.0298785055
37790943@N05,139.735916,35.681332,2009-11-23 15:09:15.0,http://www.flickr.com/photos/37790943@N05/4135209421/,15555331.014651649,4256861.276703686
71453924@N00,139.808477,35.709952,2010-04-25 13:04:58.0,http://www.flickr.com/photos/71453924@N00/4732639012/,15563408.4682231,4260784.259593974
27889738@N07,139.66421599999998,35.56933,2012-02-19 17:47:23.0,http://www.flickr.com/photos/27889738@N07/8370758540/,15547349.40716177,4241522.515430241
91273672@N02,139.88583300000002,35.6255,2013-09-18 19:08:50.0,http://www.flickr.com/photos/91273672@N02/9815416504/,15572019.698752902,4249212.354929442
11894884@N00,139.709014,35.668459999999996,2007-08-26 15:55:13.0,http://www.flickr.com/photos/11894884@N00/3029486402/,15552336.297710331,4255097.352690064
26958633@N02,139.729613,35.66048,2013-03-24 14:40:44.0,http://www.flickr.com/photos/26958633@N02/8586130870/,15554629.367901176,4254003.9503274495
48389335@N00,139.710366,35.648194000000004,2012-09-18 09:52:19.0,http://www.flickr.com/photos/48389335@N00/8025476891/,15552486.801661879,4252320.762740151
95795770@N00,139.7409,35.66211,2007-09-16 07:52:15.0,http://www.flickr.com/photos/95795770@N00/1389657314/,15555885.830993762,4254227.280525337
8819274@N04,139.75296,35.692855,2008-03-22 15:37:10.0,http://www.flickr.com/photos/8819274@N04/2659168558/,15557228.34405273,4258440.580911774
94611163@N00,139.683276,35.60897,2007-03-22 15:41:15.0,http://www.flickr.com/photos/94611163@N00/430891248/,15549471.15665629,4246948.788427707
65709788@N00,139.782166,35.719666,2012-05-15 09:20:31.0,http://www.flickr.com/photos/65709788@N00/8011604672/,15560479.541100841,4262116.091124351
26414679@N05,139.827805,35.610977,2012-02-05 10:14:12.0,http://www.flickr.com/photos/26414679@N05/6823939203/,15565560.051341157,4247223.595780583
17691489@N06,139.700469,35.660138,2012-03-07 09:15:33.0,http://www.flickr.com/photos/17691489@N06/6867667800/,15551385.0726615,4253957.09266822
97304820@N00,139.691601,35.689561,2010-11-02 12:27:37.0,http://www.flickr.com/photos/97304820@N00/5174495241/,15550397.891417146,4257989.092897424
36484111@N00,139.784,35.550333,2011-03-17 17:57:48.0,http://www.flickr.com/photos/36484111@N00/5536265302/,15560683.701046953,4238922.990114908
71459982@N00,139.69081,35.68564,2009-07-03 14:22:43.0,http://www.flickr.com/photos/71459982@N00/3688081236/,15550309.83769993,4257451.690212554
23968317@N08,139.77402,35.71547,2009-03-19 09:46:32.0,http://www.flickr.com/photos/23968317@N08/3382061844/,15559572.73252884,4261540.78140878
60453293@N00,139.720945,35.725889,2005-10-01 16:31:00.0,http://www.flickr.com/photos/60453293@N00/48257394/,15553664.450554984,4262969.37674204
24256658@N06,139.77133999999998,35.717585,2010-09-26 00:00:18.0,http://www.flickr.com/photos/24256658@N06/7946904666/,15559274.396293512,4261830.763334405
56453321@N00,139.695404,35.658931,2013-07-15 21:52:45.0,http://www.flickr.com/photos/56453321@N00/9291134241/,15550821.239440633,4253791.722357847
8819274@N04,139.690132,35.691390999999996,2006-09-28 15:54:25.0,http://www.flickr.com/photos/8819274@N04/2647510639/,15550234.363085173,4258239.917270124
95795770@N00,139.733428,35.637477000000004,2010-01-20 15:18:24.0,http://www.flickr.com/photos/95795770@N00/4290296204/,15555054.051758558,4250852.740238084
38195162@N08,139.740921,35.670478,2009-05-23 22:37:24.0,http://www.flickr.com/photos/38195162@N08/3583150489/,15555888.16870307,4255373.872005306
30615035@N07,139.6382,35.739765000000006,2010-08-18 17:09:00.0,http://www.flickr.com/photos/30615035@N07/4904042424/,15544453.319289295,4264872.266856862
49948988@N03,139.642383,35.613996,2012-05-14 20:33:46.0,http://www.flickr.com/photos/49948988@N03/7195397958/,15544918.968719281,4247636.983653568
45431664@N08,139.760255,35.689361,2011-04-05 16:12:09.0,http://www.flickr.com/photos/45431664@N08/5591808804/,15558040.419738064,4257961.680746499
58881263@N02,139.657995,35.655782,2012-04-08 13:21:37.0,http://www.flickr.com/photos/58881263@N02/6912864766/,15546656.888609545,4253360.291616379
37996582209@N01,139.773559,35.690763000000004,1999-01-01 00:00:00.0,http://www.flickr.com/photos/37996582209@N01/85057247/,15559521.41424358,4258153.841372355
54820228@N03,139.772229,35.716448,2012-05-25 13:22:38.0,http://www.flickr.com/photos/54820228@N03/7278991370/,15559373.35932083,4261674.871385135
69346531@N00,139.777057,35.661309,2008-11-30 20:33:58.0,http://www.flickr.com/photos/69346531@N00/3070844974/,15559910.809822375,4254117.533030175
9835430@N06,139.720516,35.779542,2011-04-29 00:00:00.0,http://www.flickr.com/photos/9835430@N06/5672915662/,15553616.694493433,4270328.9385453435
58857880@N00,139.882049,35.633302,2008-08-15 20:31:33.0,http://www.flickr.com/photos/58857880@N00/2828585618/,15571598.465799741,4250280.898967997
20428181@N00,139.669558,35.675326,2010-02-23 16:33:34.0,http://www.flickr.com/photos/20428181@N00/4386900287/,15547944.07588159,4256038.204660811
27284887@N03,139.772872,35.68395,2012-07-31 12:00:22.0,http://www.flickr.com/photos/27284887@N03/7717829694/,15559444.937753407,4257220.071085167
49968453@N02,139.591,35.581333,2012-05-23 07:44:08.0,http://www.flickr.com/photos/49968453@N02/7274208944/,15539199.039323851,4243165.3084343
30615035@N07,139.63918,35.735764,2009-12-04 11:57:02.0,http://www.flickr.com/photos/30615035@N07/4157151414/,15544562.41239027,4264323.554303206
19456478@N00,139.763622,35.681261,2011-10-01 15:45:12.0,http://www.flickr.com/photos/19456478@N00/6202778300/,15558415.232463565,4256851.546385956
92316257@N00,139.875398,35.756787,2007-02-11 10:13:40.0,http://www.flickr.com/photos/92316257@N00/388061049/,15570858.079866478,4267207.037789287
12873985@N00,139.724228,35.632639000000005,2012-02-03 15:10:22.0,http://www.flickr.com/photos/12873985@N00/6812262249/,15554029.912443256,4250190.091952921
35237099579@N01,139.698371,35.686859999999996,2007-04-21 10:58:52.0,http://www.flickr.com/photos/35237099579@N01/482307752/,15551151.524369815,4257618.897602546
50007612@N00,139.698028,35.690484999999995,2011-07-09 02:43:55.0,http://www.flickr.com/photos/50007612@N00/5915637101/,15551113.341784474,4258115.737927007
54876474@N00,139.700438,35.65948,2014-04-11 09:13:21.0,http://www.flickr.com/photos/54876474@N00/13845517735/,15551381.621757286,4253866.940192436
22773953@N03,139.7735,35.6585,2014-03-23 18:05:38.0,http://www.flickr.com/photos/22773953@N03/13416720413/,15559514.846393624,4253732.671924723
30335316@N00,139.7509,35.685117,2005-12-10 16:29:44.0,http://www.flickr.com/photos/30335316@N00/313335445/,15556999.025901696,4257380.011106279
10012675@N05,139.725666,35.711935,2012-05-31 16:21:11.0,http://www.flickr.com/photos/10012675@N05/8256382824/,15554189.98987102,4261056.124307459
36521984920@N01,139.72968999999998,35.661322999999996,2008-09-22 20:33:30.0,http://www.flickr.com/photos/36521984920@N01/2880923059/,15554637.939501965,4254119.451204155
22349336@N00,139.795961,35.711116,2012-08-25 16:32:31.0,http://www.flickr.com/photos/22349336@N00/7904495056/,15562015.193476336,4260943.840481837
26400747@N03,139.707666,35.664833,2012-09-29 15:21:39.0,http://www.flickr.com/photos/26400747@N03/8108509730/,15552186.239036739,4254600.375436948
100623025@N08,139.570327,35.696197,2014-01-23 16:36:35.0,http://www.flickr.com/photos/100623025@N08/12190011116/,15536897.731490683,4258898.667043183
41031482@N04,139.80446799999999,35.708663,2013-06-22 14:08:50.0,http://www.flickr.com/photos/41031482@N04/9104013103/,15562962.18838451,4260607.544302539
66620281@N02,139.881027,35.631871999999994,2013-10-24 18:17:48.0,http://www.flickr.com/photos/66620281@N02/10611219263/,15571484.697280148,4250085.041639855
45851439@N00,139.66765,35.660377000000004,2007-10-28 15:41:08.0,http://www.flickr.com/photos/45851439@N00/1791177654/,15547731.67829316,4253989.838204285
41072040@N00,139.700656,35.657167,2010-12-16 01:13:26.0,http://www.flickr.com/photos/41072040@N00/5291046316/,15551405.889406279,4253550.042323805
78054721@N05,139.763646,35.659636,2013-08-31 08:58:35.0,http://www.flickr.com/photos/78054721@N05/10894068686/,15558417.904131344,4253888.313660546
77328255@N03,139.75245800000002,35.706119,2014-01-11 14:00:22.0,http://www.flickr.com/photos/77328255@N03/11903148366/,15557172.461668352,4260258.783330713
63303066@N00,139.724032,35.636986,2011-04-19 16:11:51.0,http://www.flickr.com/photos/63303066@N00/5633545539/,15554008.093823064,4250785.487415423
87603797@N00,139.6995,35.658165999999994,2011-12-07 22:25:45.0,http://www.flickr.com/photos/87603797@N00/6562413907/,15551277.204074923,4253686.911483436
79958256@N00,139.760169,35.673613,2007-08-26 17:44:44.0,http://www.flickr.com/photos/79958256@N00/1413978413/,15558030.846261857,4255803.463697835
16877319@N07,139.795703,35.681073,2009-02-15 16:28:21.0,http://www.flickr.com/photos/16877319@N07/3283770761/,15561986.473047705,4256825.7816427965
12565361@N00,139.767122,35.673752,2006-03-29 18:47:10.0,http://www.flickr.com/photos/12565361@N00/132695204/,15558804.85068134,4255822.5113756545
31484513@N00,139.752996,35.657598,2010-11-07 14:42:58.0,http://www.flickr.com/photos/31484513@N00/5153553538/,15557232.351554397,4253609.09177127
64165297@N00,139.78162700000001,35.693883,2009-11-10 11:03:14.0,http://www.flickr.com/photos/64165297@N00/4093181764/,15560419.5398953,4258581.486271252
69862132@N00,139.77066000000002,35.553298,2011-11-13 14:08:43.0,http://www.flickr.com/photos/69862132@N00/6387146075/,15559198.699039772,4239328.676369235
48009694@N00,139.700088,35.673439,2012-01-08 11:20:01.0,http://www.flickr.com/photos/48009694@N00/6781354401/,15551342.659935508,4255779.619888899
14429921@N06,139.770898,35.671521000000006,2007-12-06 11:08:14.0,http://www.flickr.com/photos/14429921@N06/2337992396/,15559225.19307858,4255516.79330149
14351900@N00,139.570376,35.69661,2008-05-07 12:45:45.0,http://www.flickr.com/photos/14351900@N00/2496012940/,15536903.186145728,4258955.278062423
32085032@N00,139.72954199999998,35.66104,2005-10-15 21:35:10.0,http://www.flickr.com/photos/32085032@N00/54123886/,15554621.46421733,4254080.676752526
24256658@N06,139.592602,35.712959999999995,2013-07-16 11:30:22.0,http://www.flickr.com/photos/24256658@N06/9627904966/,15539377.373148099,4261196.652088508
16613320@N00,139.69737,35.673675,2013-03-23 13:28:09.0,http://www.flickr.com/photos/16613320@N00/8581798731/,15551040.093559531,4255811.959780245
8553222@N02,139.774085,35.628640999999995,2013-04-14 17:34:52.0,http://www.flickr.com/photos/8553222@N02/8648102758/,15559579.968295744,4249642.526550017
71295300@N00,139.723467,35.712471,2007-06-30 16:23:30.0,http://www.flickr.com/photos/71295300@N00/671086640/,15553945.198310765,4261129.609828986
14745757@N06,139.80924299999998,35.735087,2010-10-02 19:18:48.0,http://www.flickr.com/photos/14745757@N06/5047018807/,15563493.738953047,4264230.710642367
71453924@N00,139.77674199999998,35.715722,2013-07-14 16:40:49.0,http://www.flickr.com/photos/71453924@N00/9893517756/,15559875.74418277,4261575.332042845
54383933@N03,139.72734,35.625518,2011-10-28 15:12:13.0,http://www.flickr.com/photos/54383933@N03/6290855560/,15554376.338698603,4249214.820048178
58275139@N00,139.7406,35.699686,2007-04-13 12:44:27.0,http://www.flickr.com/photos/58275139@N00/881531394/,15555852.435146524,4259376.922868037
23303578@N00,139.775619,35.677378000000004,2006-06-24 18:34:33.0,http://www.flickr.com/photos/23303578@N00/193946453/,15559750.732394615,4256319.407123279
30335316@N00,139.74300300000002,35.680515,2005-11-19 14:19:10.0,http://www.flickr.com/photos/30335316@N00/1335952619/,15556119.935882907,4256749.310049826
38335866@N08,139.667666,35.663166,2013-09-12 17:45:30.0,http://www.flickr.com/photos/38335866@N08/9778113832/,15547733.459405007,4254371.968044155
